"Date","Time","PT08.S1.CO.","PT08.S2.NMHC.","PT08.S3.NOx.","PT08.S4.NO2.","PT08.S5.O3.","T","RH","AH"
"26.01.05","3:00:00",771,410,1622,765,283,3,57.7,0.4423
"26.01.05","4:00:00",747,390,1775,738,266,3.3,52.8,0.4137
"26.01.05","5:00:00",744,383,1881,720,253,2.7,53.9,0.4062
"26.01.05","6:00:00",774,441,1646,760,282,2.8,54.4,0.411
"26.01.05","7:00:00",800,492,1310,783,353,3.6,49,0.3915
"26.01.05","8:00:00",896,668,1043,887,519,3.3,50.2,0.3934
"26.01.05","9:00:00",913,733,902,901,681,3.5,47.5,0.3778
"26.01.05","10:00:00",871,638,1022,860,583,4.3,49.4,0.4136
"26.01.05","11:00:00",872,662,1007,874,628,4.5,48.4,0.4131
"26.01.05","12:00:00",858,634,1053,868,566,4.3,50,0.4199
"26.01.05","13:00:00",876,683,993,894,572,4.3,49.7,0.4166
"26.01.05","14:00:00",900,751,891,913,637,4.9,45.3,0.3955
"26.01.05","15:00:00",864,678,987,866,579,5.6,42.4,0.3884
"26.01.05","16:00:00",902,721,924,900,666,5.7,43.1,0.3984
"26.01.05","17:00:00",916,720,912,922,707,4.8,49.7,0.4305
"26.01.05","18:00:00",1004,918,752,1033,990,5.1,43,0.3821
"26.01.05","19:00:00",1024,945,729,1073,1026,5.3,44.4,0.397
"26.01.05","20:00:00",1011,884,763,1048,910,4.9,47.9,0.418
"26.01.05","21:00:00",1006,822,794,1025,897,4.7,50.8,0.4398
"26.01.05","22:00:00",913,645,966,922,651,4.6,54.8,0.4704
"26.01.05","23:00:00",905,620,986,904,598,4,56.8,0.4688
"27.01.05","0:00:00",872,628,1009,857,560,4.2,46.8,0.39
"27.01.05","1:00:00",843,597,1059,808,527,4.5,42,0.3571
"27.01.05","2:00:00",863,622,1025,826,574,4.1,42.1,0.3487
"27.01.05","3:00:00",791,480,1259,738,422,4.5,39.7,0.3379
"27.01.05","4:00:00",769,412,1481,727,326,4.4,42.2,0.3571
"27.01.05","5:00:00",778,417,1531,745,312,4.1,45.9,0.3804
"27.01.05","6:00:00",801,470,1313,762,382,4.3,42.5,0.3556
"27.01.05","7:00:00",827,533,1198,775,488,4.6,38.1,0.3267
"27.01.05","8:00:00",1038,837,822,972,915,4.6,39.4,0.3367
"27.01.05","9:00:00",1040,917,739,1038,1021,4.8,41.9,0.3634
"27.01.05","10:00:00",980,790,839,934,897,5.9,40.2,0.376
"27.01.05","11:00:00",912,683,961,872,699,7,38.4,0.3861
"27.01.05","12:00:00",887,649,1009,854,588,6.6,40.2,0.3944
"27.01.05","13:00:00",922,716,930,893,643,6.6,41.2,0.4046
"27.01.05","14:00:00",928,748,900,900,685,7.3,36.8,0.3779
"27.01.05","15:00:00",921,736,921,881,673,7.3,35,0.3584
"27.01.05","16:00:00",905,747,924,850,691,7,33.5,0.3367
"27.01.05","17:00:00",906,769,913,865,726,6.5,32.4,0.3155
"27.01.05","18:00:00",981,886,819,928,912,5.7,33.9,0.3131
"27.01.05","19:00:00",1053,987,750,1025,1048,5,36.1,0.3178
"27.01.05","20:00:00",1086,1032,717,1049,1136,4.7,38.3,0.3306
"27.01.05","21:00:00",967,811,863,911,909,4.5,39.9,0.339
"27.01.05","22:00:00",902,689,995,838,719,4.3,41.1,0.3451
"27.01.05","23:00:00",916,725,953,855,746,4,43.1,0.3551
"28.01.05","0:00:00",895,677,999,827,700,3.7,46,0.3701
"28.01.05","1:00:00",866,613,1075,810,579,3.3,47.4,0.3716
"28.01.05","2:00:00",861,585,1120,807,553,3,49.1,0.3774
"28.01.05","3:00:00",845,534,1146,781,519,3.5,48,0.3822
"28.01.05","4:00:00",849,522,1158,779,467,3.6,48,0.3835
"28.01.05","5:00:00",818,486,1282,781,422,4,47.8,0.3919
"28.01.05","6:00:00",864,554,1159,819,545,4.1,48.1,0.3975
"28.01.05","7:00:00",856,559,1138,810,556,4.1,47.4,0.3926
"28.01.05","8:00:00",1024,823,827,992,879,4.2,48.7,0.4073
"28.01.05","9:00:00",1050,909,742,1055,993,4.1,49.8,0.4117
"28.01.05","10:00:00",984,832,822,966,892,4.3,48.4,0.4043
"28.01.05","11:00:00",990,808,838,975,901,4.6,49.7,0.4271
"28.01.05","12:00:00",970,798,842,941,874,4.5,49.6,0.421
"28.01.05","13:00:00",943,781,871,925,722,4.4,48.4,0.4087
"28.01.05","14:00:00",994,871,793,997,836,4.7,47.2,0.4075
"28.01.05","15:00:00",932,767,888,920,669,4.2,49.5,0.4118
"28.01.05","16:00:00",891,706,949,860,600,3.4,50.7,0.3991
"29.01.05","2:00:00",793,480,1306,745,376,1.9,49.7,0.3528
"29.01.05","3:00:00",790,455,1376,751,336,1.6,52.9,0.3692
"29.01.05","4:00:00",776,445,1460,737,330,1.4,53.8,0.3687
"29.01.05","5:00:00",766,448,1494,734,321,1,54.7,0.3657
"29.01.05","6:00:00",774,458,1473,735,334,1.4,52.3,0.3591
"29.01.05","7:00:00",801,494,1324,754,395,1.6,51,0.3561
"29.01.05","8:00:00",847,586,1163,814,473,1.4,53.1,0.3642
"29.01.05","9:00:00",874,641,1022,857,553,1.7,54.1,0.3785
"29.01.05","10:00:00",879,642,1027,836,545,2.5,51,0.3778
"29.01.05","11:00:00",888,652,1025,833,547,2.9,48.7,0.3706
"29.01.05","12:00:00",873,610,1051,819,527,3.6,45.8,0.3674
"29.01.05","13:00:00",877,618,1027,830,505,3.1,48.1,0.3722
"29.01.05","14:00:00",893,653,987,845,550,3.4,46.6,0.3668
"29.01.05","15:00:00",866,602,1071,809,465,3.7,45.8,0.3697
"29.01.05","16:00:00",873,629,1049,817,467,4.4,43.7,0.3688
"29.01.05","17:00:00",911,676,998,855,555,4,44.9,0.3689
"29.01.05","18:00:00",908,653,980,847,551,3.3,46.8,0.3671
"29.01.05","19:00:00",907,657,981,844,569,3.1,48.1,0.3707
"29.01.05","20:00:00",925,678,960,861,594,2.8,49,0.37
"29.01.05","21:00:00",920,649,983,849,598,3.1,47.4,0.3661
"29.01.05","22:00:00",865,561,1102,791,434,2.9,49,0.3725
"29.01.05","23:00:00",867,553,1136,792,412,2.8,49.1,0.3726
"30.01.05","0:00:00",900,604,1051,815,469,2.9,49.7,0.3782
"30.01.05","1:00:00",901,599,1023,825,515,3.8,46.5,0.3762
"30.01.05","2:00:00",863,560,1107,787,430,3.2,46.9,0.3658
"30.01.05","3:00:00",884,599,1065,813,503,3.1,45.2,0.3504
"30.01.05","4:00:00",873,565,1097,793,494,3.1,44.8,0.3473
"30.01.05","5:00:00",806,459,1322,728,368,3.1,44.4,0.342
"30.01.05","6:00:00",801,454,1374,727,348,3,43.4,0.3337
"30.01.05","7:00:00",790,431,1439,722,354,2.8,43.8,0.3308
"30.01.05","8:00:00",805,465,1358,736,382,2.7,43.2,0.3259
"30.01.05","9:00:00",843,520,1202,762,450,3.3,42.3,0.3299
"30.01.05","10:00:00",849,537,1148,757,460,4.6,39,0.333
"30.01.05","11:00:00",872,583,1126,765,441,5.6,37.5,0.3426
"30.01.05","12:00:00",890,585,1097,776,454,7.2,34.2,0.3488
"30.01.05","13:00:00",874,552,1128,760,415,6.9,35.6,0.3561
"30.01.05","14:00:00",863,553,1133,742,419,8.2,30.1,0.3281
"30.01.05","15:00:00",840,566,1176,717,368,7.6,27.9,0.2927
"30.01.05","16:00:00",845,569,1151,709,397,7.9,25.9,0.2774
"30.01.05","17:00:00",888,625,1062,763,510,7.8,28.3,0.3017
"30.01.05","18:00:00",845,582,1120,719,473,6.3,28.8,0.2772
"30.01.05","19:00:00",880,641,1077,759,537,5.4,30.1,0.2726
"30.01.05","20:00:00",917,708,972,787,670,5,31.1,0.273
"30.01.05","21:00:00",927,715,965,797,711,4.6,33.8,0.2898
"30.01.05","22:00:00",868,615,1095,752,551,4.3,36.6,0.3064
"30.01.05","23:00:00",932,685,996,820,670,4,39,0.3203
"31.01.05","0:00:00",971,741,901,864,771,2.9,42.8,0.3276
"31.01.05","1:00:00",891,650,987,782,586,3.4,38.9,0.3076
"31.01.05","2:00:00",806,495,1282,685,355,4,36.4,0.2982
"31.01.05","3:00:00",787,446,1395,657,310,4,36.4,0.2989
"31.01.05","4:00:00",791,435,1486,668,292,3.7,37.7,0.3024
"31.01.05","5:00:00",787,415,1474,667,293,3.4,38.9,0.3075
"31.01.05","6:00:00",814,449,1363,674,328,3.7,37.5,0.3012
"31.01.05","7:00:00",844,538,1164,726,479,3.7,35.2,0.2833
"31.01.05","8:00:00",1049,863,826,923,979,3.7,33.9,0.2732
"31.01.05","9:00:00",1201,1116,617,1130,1469,4.4,38.8,0.328
"31.01.05","10:00:00",1293,1153,602,1141,1667,6.6,34.4,0.3359
"31.01.05","11:00:00",1121,1066,683,1040,1378,10,22.4,0.2753
"31.01.05","12:00:00",1112,1078,683,1028,1426,11.9,18.6,0.2581
"31.01.05","13:00:00",1060,1048,707,983,1246,12.5,17.2,0.2477
"31.01.05","14:00:00",1056,1040,711,976,1187,13.2,17.3,0.2606
"31.01.05","15:00:00",1131,1139,643,1097,1363,13.5,18.7,0.2872
"31.01.05","16:00:00",1162,1170,618,1131,1425,14.1,18.2,0.2908
"31.01.05","17:00:00",1283,1328,552,1294,1722,13,20.3,0.303
"31.01.05","18:00:00",1414,1490,488,1433,2051,10.4,24.7,0.3116
"31.01.05","19:00:00",1486,1570,455,1557,2179,8.6,29.8,0.3344
"31.01.05","20:00:00",1523,1533,456,1532,2214,7.3,36.8,0.3771
"31.01.05","21:00:00",1283,1149,587,1148,1799,6.3,39.4,0.3795
"31.01.05","22:00:00",1109,863,737,960,1527,5.4,43.5,0.3922
"31.01.05","23:00:00",1055,782,798,940,1377,5.1,45.6,0.4056
"01.02.05","0:00:00",1038,756,813,921,1317,4.2,49.4,0.412
"01.02.05","1:00:00",996,698,871,894,1228,4.1,50.1,0.415
"01.02.05","2:00:00",995,680,879,904,1201,4.1,51.5,0.4263
"01.02.05","3:00:00",1000,670,868,917,1158,3.7,57.5,0.4621
"01.02.05","4:00:00",1042,688,814,935,1204,2.5,64.8,0.4807
"01.02.05","5:00:00",1042,701,795,945,1216,1.8,68.9,0.4878
"01.02.05","6:00:00",1024,724,814,944,1198,2,64.9,0.4661
"01.02.05","7:00:00",1147,886,702,1056,1381,2.2,65.3,0.473
"01.02.05","8:00:00",1496,1298,492,1441,1873,3.1,64,0.4938
"01.02.05","9:00:00",1541,1353,449,1492,2112,3.7,61.7,0.4967
"01.02.05","10:00:00",1491,1215,503,1343,2038,4.4,58.8,0.4979
"01.02.05","11:00:00",1533,1334,466,1434,2118,5.8,54.1,0.502
"01.02.05","12:00:00",1507,1292,479,1379,2110,7.3,50.8,0.5226
"01.02.05","13:00:00",1451,1264,497,1408,1965,9.5,47.2,0.5589
"01.02.05","14:00:00",1432,1264,487,1476,1888,11.8,44.4,0.6118
"01.02.05","15:00:00",1408,1202,506,1411,1774,12.7,45.5,0.6648
"01.02.05","16:00:00",1377,1129,540,1392,1626,13.5,44.8,0.6898
"01.02.05","17:00:00",1454,1190,508,1434,1761,12.3,48.9,0.6967
"01.02.05","18:00:00",1268,1128,573,1255,1533,10.8,40.3,0.5201
"01.02.05","19:00:00",1259,1211,559,1243,1531,9.4,36.7,0.4324
"01.02.05","20:00:00",1261,1143,595,1208,1477,8.3,39.5,0.4318
"01.02.05","21:00:00",1133,971,683,1059,1332,7.8,41.3,0.4389
"01.02.05","22:00:00",1054,818,777,966,1210,7.3,43.8,0.4505
"01.02.05","23:00:00",1055,783,805,969,1167,6.7,47.6,0.4688
"02.02.05","0:00:00",1059,747,820,964,1133,6.6,51.2,0.5007
"02.02.05","1:00:00",1063,769,807,993,1109,6.4,52.6,0.5074
"02.02.05","2:00:00",1135,854,722,1065,1218,5.3,57.8,0.5177
"02.02.05","3:00:00",1126,869,680,1075,1222,3.4,66.7,0.5281
"02.02.05","4:00:00",1058,753,764,986,1149,3.3,66.8,0.5215
"02.02.05","5:00:00",1040,688,846,920,1090,3.7,62.9,0.5059
"02.02.05","6:00:00",1069,737,792,946,1114,2.6,67.5,0.5034
"02.02.05","7:00:00",1042,771,795,941,1089,3.5,60.9,0.4857
"02.02.05","8:00:00",1322,1151,566,1286,1446,2.7,63.4,0.4787
"02.02.05","9:00:00",1549,1485,422,1638,1930,2.8,64.2,0.4859
"02.02.05","10:00:00",1416,1285,501,1390,1809,5.8,53.1,0.4942
"02.02.05","11:00:00",1337,1143,560,1236,1769,9.7,40.1,0.4832
"02.02.05","12:00:00",1281,1132,577,1206,1696,12.7,30,0.4398
"02.02.05","13:00:00",1037,981,721,1000,1086,13.7,20.7,0.3221
"02.02.05","14:00:00",1028,983,728,979,1048,13.7,19.9,0.3114
"02.02.05","15:00:00",984,913,762,930,990,14.1,18.1,0.2884
"02.02.05","16:00:00",1010,940,759,960,1027,14.5,18,0.2956
"02.02.05","17:00:00",1113,1096,645,1092,1359,13.2,20.4,0.3074
"02.02.05","18:00:00",1253,1284,536,1285,1618,10.5,25.1,0.3194
"02.02.05","19:00:00",1400,1499,461,1527,1869,8.9,31.4,0.3597
"02.02.05","20:00:00",1470,1584,436,1641,2033,8.2,36.2,0.3953
"02.02.05","21:00:00",1281,1168,571,1195,1756,6.7,39.6,0.3906
"02.02.05","22:00:00",1084,855,748,939,1446,5.8,42,0.3904
"02.02.05","23:00:00",1097,892,719,979,1423,4.9,45.9,0.3999
"03.02.05","0:00:00",1032,791,793,915,1278,4.5,47.9,0.4079
"03.02.05","1:00:00",1046,812,782,940,1265,3.9,51.6,0.4226
"03.02.05","2:00:00",975,707,860,902,1107,3.4,54.7,0.4323
"03.02.05","3:00:00",932,642,950,871,1014,3.3,56.1,0.4379
"03.02.05","4:00:00",926,623,954,873,1011,2,60.8,0.4337
"03.02.05","5:00:00",932,645,916,882,1006,1.2,63.7,0.4327
"03.02.05","6:00:00",937,640,923,870,1010,2.1,60.3,0.4368
"03.02.05","7:00:00",996,724,861,938,1067,1.3,63.1,0.4322
"03.02.05","8:00:00",1382,1202,534,1352,1630,1.3,64.8,0.441
"03.02.05","9:00:00",1544,1530,416,1706,2030,2.1,62.2,0.4491
"03.02.05","10:00:00",1429,1317,495,1425,1916,5.1,50.8,0.4499
"03.02.05","11:00:00",1312,1164,570,1230,1761,8.5,39.7,0.4425
"03.02.05","12:00:00",1205,989,643,1084,1597,11.5,33,0.4476
"03.02.05","13:00:00",1322,1110,568,1208,1776,12.2,34.3,0.4864
"03.02.05","14:00:00",1301,1074,574,1255,1636,13.5,35,0.5396
"03.02.05","15:00:00",1280,1030,597,1246,1480,14.9,34.9,0.5869
"03.02.05","16:00:00",1256,986,612,1240,1413,15.7,34.5,0.6111
"03.02.05","17:00:00",1358,1128,545,1344,1611,14.7,37.2,0.618
"03.02.05","18:00:00",1713,1605,383,1870,2186,12.2,44.8,0.6342
"03.02.05","19:00:00",1655,1527,393,1758,2203,10.3,52.4,0.6578
"03.02.05","20:00:00",1444,1227,485,1414,1891,9.3,55.5,0.6503
"03.02.05","21:00:00",1314,1069,571,1271,1662,8.3,57.6,0.6304
"03.02.05","22:00:00",1368,1164,524,1350,1674,6.3,65.1,0.6237
"03.02.05","23:00:00",1195,943,645,1149,1462,6.5,63.1,0.6132
"04.02.05","0:00:00",1083,828,734,1067,1273,6,62.7,0.589
"04.02.05","1:00:00",1055,771,781,1030,1174,5.1,65.4,0.5797
"04.02.05","2:00:00",973,672,887,954,1031,4.7,64.6,0.5568
"04.02.05","3:00:00",1039,777,778,1031,1082,2.9,72.2,0.5523
"04.02.05","4:00:00",949,657,895,948,991,5,63.5,0.5575
"04.02.05","5:00:00",920,601,974,920,925,3.9,65.5,0.5367
"04.02.05","6:00:00",989,703,843,988,1017,1.8,74.5,0.5271
"04.02.05","7:00:00",1100,854,714,1075,1187,1.8,73.7,0.5198
"04.02.05","8:00:00",1411,1288,492,1472,1638,2.3,70.9,0.5182
"04.02.05","9:00:00",1328,1300,499,1405,1672,4.4,61.1,0.5176
"04.02.05","10:00:00",1308,1189,534,1325,1656,7.7,49.8,0.5267
"04.02.05","11:00:00",1280,1127,558,1277,1641,12.1,36.9,0.5212
"04.02.05","12:00:00",1056,857,735,1028,1117,15,28.5,0.4821
"04.02.05","13:00:00",1019,825,781,994,901,14.5,28.3,0.4665
"04.02.05","14:00:00",1084,923,712,1085,1046,12.9,31.8,0.4707
"04.02.05","15:00:00",998,841,792,979,884,12.1,32.3,0.4548
"04.02.05","16:00:00",987,816,816,959,821,11.3,33.5,0.4476
"04.02.05","17:00:00",1079,932,719,1018,1056,11.4,32.6,0.4373
"04.02.05","18:00:00",1096,954,687,1085,1139,9.1,37.8,0.4372
"04.02.05","19:00:00",1146,1043,639,1169,1248,8.1,41,0.4458
"04.02.05","20:00:00",1125,1025,653,1147,1200,7.7,41.9,0.4409
"04.02.05","21:00:00",1130,968,680,1102,1220,7.1,43.9,0.4433
"04.02.05","22:00:00",1017,805,807,958,1032,6.3,45.8,0.4408
"04.02.05","23:00:00",1017,776,843,946,971,6,46.1,0.4351
"05.02.05","0:00:00",1041,778,828,947,1011,5.5,49,0.4471
"05.02.05","1:00:00",1034,769,816,952,1049,4.9,52,0.4548
"05.02.05","2:00:00",1009,751,828,939,1053,4.1,54.7,0.4536
"05.02.05","3:00:00",1105,828,735,997,1157,2.1,64.2,0.4633
"05.02.05","4:00:00",1084,859,703,1017,1163,1.5,66.2,0.4571
"05.02.05","5:00:00",989,731,815,936,1018,1,67.7,0.4523
"05.02.05","6:00:00",1047,792,757,957,1121,0.8,69.9,0.4591
"05.02.05","7:00:00",1091,868,705,1021,1200,1.3,67.2,0.4598
"05.02.05","8:00:00",1263,1074,614,1198,1403,2,63.6,0.4564
"05.02.05","9:00:00",1165,1024,646,1134,1365,4.1,52.7,0.4345
"05.02.05","10:00:00",966,760,877,890,940,7.5,39.2,0.4091
"05.02.05","11:00:00",927,702,932,847,750,9,34.5,0.398
"05.02.05","12:00:00",909,678,960,838,652,9.2,34.5,0.4025
"05.02.05","13:00:00",941,723,922,880,643,9.3,33.8,0.3981
"05.02.05","14:00:00",903,696,932,850,629,9.3,33.1,0.3874
"05.02.05","15:00:00",891,668,991,819,549,9.7,30.8,0.3716
"05.02.05","16:00:00",904,674,968,824,578,9.6,31.1,0.3718
"05.02.05","17:00:00",900,659,990,807,582,8.6,32.8,0.3669
"05.02.05","18:00:00",926,725,933,847,694,7.2,35,0.3567
"05.02.05","19:00:00",999,821,846,915,926,6.4,36.8,0.3566
"05.02.05","20:00:00",994,774,854,917,915,6,40.2,0.3773
"05.02.05","21:00:00",1010,801,826,944,986,5.5,42.6,0.3874
"05.02.05","22:00:00",938,685,934,870,840,4.9,43.7,0.3809
"05.02.05","23:00:00",983,760,869,898,939,4.2,43.2,0.3605
"06.02.05","0:00:00",963,749,900,834,869,4,39.2,0.3228
"06.02.05","1:00:00",962,756,902,843,908,3.7,40.1,0.323
"06.02.05","2:00:00",980,761,854,876,1051,3.1,47.1,0.3638
"06.02.05","3:00:00",914,644,972,832,922,2.6,48.8,0.3658
"06.02.05","4:00:00",898,624,987,825,871,0.8,53.8,0.3542
"06.02.05","5:00:00",854,572,1070,788,793,1.2,51.9,0.3515
"06.02.05","6:00:00",838,531,1146,774,753,1,52.2,0.3489
"06.02.05","7:00:00",831,543,1132,787,737,0.6,53.3,0.3467
"06.02.05","8:00:00",833,526,1169,771,722,0.8,52.8,0.3468
"06.02.05","9:00:00",870,582,1091,791,737,0.3,53.7,0.3424
"06.02.05","10:00:00",984,727,891,908,913,4.1,42.9,0.3551
"06.02.05","11:00:00",1065,844,780,979,1117,8,33.3,0.3591
"06.02.05","12:00:00",968,743,886,840,774,10.7,25.2,0.3242
"06.02.05","13:00:00",911,683,981,790,558,11.1,23.5,0.3105
"06.02.05","14:00:00",868,590,1081,753,420,10.6,26,0.332
"06.02.05","15:00:00",868,576,1128,755,363,10.3,27.7,0.3481
"06.02.05","16:00:00",904,633,1040,789,410,10.2,28.3,0.3516
"06.02.05","17:00:00",944,693,928,832,568,9.2,29.9,0.3479
"06.02.05","18:00:00",925,649,1003,819,570,6.9,36.4,0.3635
"06.02.05","19:00:00",985,736,891,875,774,6,38,0.3584
"06.02.05","20:00:00",1002,780,855,892,857,5.8,36.4,0.3385
"06.02.05","21:00:00",938,692,937,805,737,5.8,35.4,0.3286
"06.02.05","22:00:00",896,627,1033,782,610,5.4,36.6,0.3304
"06.02.05","23:00:00",907,614,1052,782,627,5.1,37.9,0.3358
"07.02.05","0:00:00",902,613,1049,777,566,4.8,38,0.33
"07.02.05","1:00:00",885,582,1072,760,517,4.5,38.1,0.3249
"07.02.05","2:00:00",863,545,1119,749,484,4.3,38.1,0.3207
"07.02.05","3:00:00",861,518,1141,738,482,3.9,39.9,0.325
"07.02.05","4:00:00",852,482,1187,726,496,3.8,41,0.3327
"07.02.05","5:00:00",879,495,1147,753,623,3.3,44.6,0.3499
"07.02.05","6:00:00",900,525,1090,780,696,3.6,44.5,0.3574
"07.02.05","7:00:00",963,615,980,837,916,3.4,47,0.3713
"07.02.05","8:00:00",1183,929,675,1037,1309,2.9,49.5,0.3775
"07.02.05","9:00:00",1161,996,639,1067,1396,5.6,40.5,0.3704
"07.02.05","10:00:00",1102,896,720,969,1226,7.5,33.8,0.352
"07.02.05","11:00:00",1029,835,771,897,1002,10.8,25.2,0.3251
"07.02.05","12:00:00",973,797,845,845,769,12.9,20.6,0.3045
"07.02.05","13:00:00",981,820,807,876,784,12.2,21.4,0.3033
"07.02.05","14:00:00",960,784,842,868,643,12,21.9,0.3069
"07.02.05","15:00:00",973,761,862,865,682,12.2,24,0.3392
"07.02.05","16:00:00",968,765,843,863,692,12,24.3,0.3393
"07.02.05","17:00:00",1022,854,771,941,926,10.5,27.8,0.3525
"07.02.05","18:00:00",1067,879,740,989,996,8.7,33.9,0.3832
"07.02.05","19:00:00",1101,908,707,1025,1095,7.8,37.6,0.4004
"07.02.05","20:00:00",1081,885,720,1017,1058,7.2,39.4,0.4032
"07.02.05","21:00:00",988,738,843,906,893,7.1,39.6,0.4019
"07.02.05","22:00:00",932,630,980,842,681,7.1,39.6,0.4001
"07.02.05","23:00:00",923,602,1028,831,599,7.2,39.3,0.4004
"08.02.05","0:00:00",915,589,1045,813,550,6.9,39.6,0.3966
"08.02.05","1:00:00",879,534,1129,785,470,7,39.8,0.4006
"08.02.05","2:00:00",852,479,1275,761,375,7.1,40.5,0.409
"08.02.05","3:00:00",844,453,1378,748,337,6.9,40.9,0.4091
"08.02.05","4:00:00",878,496,1182,782,451,6,42.9,0.404
"08.02.05","5:00:00",910,524,1102,802,600,6.4,42.7,0.4126
"08.02.05","6:00:00",918,551,1062,817,712,6.1,43.6,0.4129
"08.02.05","7:00:00",991,653,944,885,931,5.9,45.1,0.4211
"08.02.05","8:00:00",1223,979,658,1120,1332,6,46.4,0.4367
"08.02.05","9:00:00",1277,1153,543,1268,1520,6.6,43.7,0.4273
"08.02.05","10:00:00",1114,922,689,1022,1223,8.7,36.3,0.4074
"08.02.05","11:00:00",1088,853,729,996,1122,10.5,33.4,0.4246
"08.02.05","12:00:00",1064,881,727,979,1099,11.4,27.8,0.3748
"08.02.05","13:00:00",1047,854,753,959,904,12.7,27.4,0.4011
"08.02.05","14:00:00",1075,920,726,992,1022,13.3,23.3,0.354
"08.02.05","15:00:00",973,777,858,844,719,13.9,20.7,0.3271
"08.02.05","16:00:00",942,733,912,800,609,13.6,20,0.3093
"11.02.05","21:00:00",1521,1203,476,1400,2141,8.5,50.9,0.5664
"11.02.05","22:00:00",1428,1085,526,1268,2023,8.3,53.3,0.5843
"11.02.05","23:00:00",1463,1069,530,1279,1967,7.1,58.1,0.5885
"12.02.05","0:00:00",1494,1124,504,1313,1931,5.8,64.3,0.5964
"12.02.05","1:00:00",1462,1080,522,1274,1889,5.3,66.8,0.5979
"12.02.05","2:00:00",1326,967,578,1174,1699,5,66.6,0.5871
"12.02.05","3:00:00",1185,807,685,1051,1467,5,66.3,0.5811
"12.02.05","4:00:00",1154,788,709,1065,1390,5.1,65.9,0.5827
"12.02.05","5:00:00",1175,839,670,1087,1371,4.1,69,0.5735
"12.02.05","6:00:00",1203,870,641,1103,1427,4.6,67.6,0.5778
"12.02.05","7:00:00",1250,933,620,1144,1489,5.2,65.5,0.5836
"12.02.05","8:00:00",1321,1046,562,1263,1610,6,62.8,0.5929
"12.02.05","9:00:00",1323,1049,550,1290,1619,7.1,59.3,0.6005
"12.02.05","10:00:00",1381,1045,541,1307,1706,7.8,58,0.6136
"12.02.05","11:00:00",1480,1186,498,1382,1882,9,54.7,0.6271
"12.02.05","12:00:00",1485,1229,477,1450,1911,10,53.1,0.6495
"12.02.05","13:00:00",1522,1229,470,1488,1943,10.8,52,0.6738
"12.02.05","14:00:00",1570,1224,468,1448,2020,11,51.4,0.6746
"12.02.05","15:00:00",1507,1170,488,1392,1999,11,51.4,0.6725
"12.02.05","16:00:00",1540,1202,475,1440,2008,10.9,52,0.6796
"12.02.05","17:00:00",1556,1214,472,1435,2026,11.1,52,0.6869
"12.02.05","18:00:00",1707,1378,416,1637,2225,11,53.6,0.7033
"12.02.05","19:00:00",1766,1419,404,1659,2317,11,55.1,0.7221
"12.02.05","20:00:00",1846,1474,389,1712,2426,11.4,55.4,0.7471
"12.02.05","21:00:00",1795,1382,410,1609,2355,11.1,56.9,0.7506
"12.02.05","22:00:00",1755,1352,417,1587,2375,10.2,60,0.7461
"12.02.05","23:00:00",1738,1309,424,1543,2494,10.1,59.9,0.7379
"13.02.05","0:00:00",1712,1239,443,1488,2411,9.9,63.2,0.7706
"13.02.05","1:00:00",1751,1255,435,1541,2226,9.4,73.4,0.8662
"13.02.05","2:00:00",1574,1093,497,1451,1808,9.4,77.7,0.9203
"13.02.05","3:00:00",1458,1024,530,1413,1571,9.6,78.7,0.9429
"13.02.05","4:00:00",1515,1066,508,1430,1548,8.9,81.3,0.9277
"13.02.05","5:00:00",1491,1031,515,1387,1541,8.5,82.9,0.9243
"13.02.05","6:00:00",1453,1012,534,1348,1441,8.3,84,0.9234
"13.02.05","7:00:00",1443,1003,542,1356,1396,8.1,85,0.9221
"13.02.05","8:00:00",1473,1047,522,1420,1411,8.7,83.7,0.9423
"13.02.05","9:00:00",1548,1097,491,1477,1497,9.5,82.4,0.976
"13.02.05","10:00:00",1586,1084,495,1473,1619,11,78.2,1.022
"13.02.05","11:00:00",1488,1023,533,1456,1590,14.1,67.9,1.0859
"13.02.05","12:00:00",1220,787,675,1310,1163,16.3,56.6,1.0422
"13.02.05","13:00:00",1198,758,698,1277,1001,18.7,48,1.0259
"13.02.05","14:00:00",1168,836,666,1278,822,19.5,39.3,0.882
"13.02.05","15:00:00",1149,917,616,1293,773,19.9,34.1,0.782
"13.02.05","16:00:00",1052,734,799,1109,588,19.4,32.4,0.7239
"13.02.05","17:00:00",1053,727,789,1081,610,17.1,35.8,0.6944
"13.02.05","18:00:00",1238,1037,583,1388,1000,15.5,40.7,0.7103
"13.02.05","19:00:00",1188,939,658,1234,1048,14.8,42.8,0.7182
"13.02.05","20:00:00",1150,891,684,1198,1002,13.9,43.8,0.6937
"13.02.05","21:00:00",984,694,881,1032,711,13.7,42.9,0.6687
"13.02.05","22:00:00",1111,777,760,1137,1024,12.5,47.8,0.6877
"13.02.05","23:00:00",1131,793,728,1173,1054,11.8,53.4,0.7366
"14.02.05","0:00:00",1115,778,749,1158,994,10.9,55.9,0.7312
"14.02.05","1:00:00",1133,811,708,1182,1031,10.1,58.9,0.7301
"14.02.05","2:00:00",1024,709,798,1120,884,9.8,61.2,0.7413
"14.02.05","3:00:00",968,639,891,1080,794,8.4,67.1,0.7411
"14.02.05","4:00:00",923,567,994,1024,688,8.3,67.2,0.7382
